,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
365,365,970,Morgan Gautrat,78,36,63,72,71,79,69,34,37,58,59,72,62,59,67,74,58,59,79,77,64,68,62,70,73,77,82,83,73,80,79,77,68,64,75,61,CDM,3,3,Right,"170cm / 5'7""",61kg / 134lb,CM,31,United States,NWSL,Orlando Pride,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/morgan-gautrat/226320,,,,,
366,366,970,Lee Gibson,78,80,73,75,81,32,79,31,34,13,10,56,14,11,17,60,11,10,24,21,13,14,37,45,70,13,33,15,14,21,13,15,55,30,53,25,GK,2,1,Right,"170cm / 5'7""",65kg / 143lb,,32,Scotland,Scottish Women's League,Glasgow City FC,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lee-gibson/245871,80.0,73.0,75.0,79.0,81.0
367,367,970,Katrina Gorry,78,75,72,77,80,67,70,80,70,76,69,76,80,62,61,81,64,78,83,75,74,79,77,83,78,82,81,68,44,72,70,67,65,71,65,84,CM,4,4,Right,"154cm / 5'1""",54kg / 119lb,CDM,32,Australia,Barclays WSL,West Ham,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katrina-gorry/227115,,,,,
368,368,970,Hannah Hampton,78,76,77,76,77,60,78,61,58,7,8,57,13,11,24,45,22,18,31,35,27,19,35,47,74,24,38,11,9,12,13,14,63,25,50,25,GK,3,1,Right,"175cm / 5'9""",64kg / 141lb,,23,England,Barclays WSL,Chelsea,"Cross Claimer, Deflector, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hannah-hampton/263009,76.0,77.0,76.0,78.0,77.0
369,369,970,Kirsty Hanson,78,80,74,77,78,57,72,77,82,77,75,78,77,57,56,78,77,62,82,76,62,77,80,82,76,79,74,41,43,45,79,70,70,67,78,63,LW,5,4,Right,"163cm / 5'4""",58kg / 128lb,"RW, CAM, LM",26,Scotland,Barclays WSL,Aston Villa,"Anticipate, Pinged Pass, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kirsty-hanson/265274,,,,,
370,370,970,Manon Heil,78,75,77,72,80,39,78,38,41,7,9,54,9,9,14,35,15,14,27,30,14,12,34,43,73,16,31,14,11,11,15,10,63,37,68,19,GK,2,1,Right,"173cm / 5'8""",69kg / 152lb,,27,France,Arkema PL,FC Fleury 91,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manon-heil/268989,75.0,77.0,72.0,78.0,80.0
371,371,970,Giovanna Hoffmann,78,79,76,70,76,46,73,81,77,82,78,74,76,69,58,68,72,66,78,53,64,76,75,76,76,79,69,39,76,26,64,40,90,64,78,68,ST,2,3,Right,"169cm / 5'7""",60kg / 132lb,LM,25,Germany,GPFBL,RB Leipzig,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giovanna-hoffmann/265059,,,,,
372,372,970,Lina Hurtig,78,73,78,74,78,49,74,71,75,81,78,79,78,73,68,73,78,56,78,68,69,78,74,57,80,85,68,35,82,45,52,44,90,75,82,50,LW,4,4,Right,"180cm / 5'11""",69kg / 152lb,"ST, LM",29,Sweden,Barclays WSL,Arsenal,"Finesse Shot, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lina-hurtig/227003,,,,,
373,373,970,Katarzyna Kiedrzynek,78,78,77,74,80,39,78,41,35,12,6,56,6,7,35,61,9,21,36,35,9,8,43,41,73,15,58,17,7,22,12,14,66,32,74,30,GK,3,1,Right,"180cm / 5'11""",67kg / 148lb,,33,Poland,Arkema PL,Paris SG,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katarzyna-kiedrzynek/264967,78.0,77.0,74.0,78.0,80.0
374,374,970,Lisa Kolb,78,76,71,77,80,46,72,80,73,79,71,70,73,68,64,77,79,64,81,69,70,81,81,75,77,82,68,50,61,33,52,40,81,72,80,50,RW,2,3,Right,"164cm / 5'5""",56kg / 123lb,"LW, RM",23,Austria,GPFBL,SC Freiburg,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisa-kolb/265070,,,,,
375,375,970,Paulina Krumbiegel,78,84,70,74,78,62,73,82,86,79,74,66,67,58,57,76,78,64,75,67,64,78,86,76,75,78,68,58,46,66,65,61,71,81,71,68,RW,4,3,Right,"174cm / 5'9""",59kg / 130lb,"RB, RM",23,Germany,Calcio A Femminile,Juventus,"Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paulina-krumbiegel/262092,,,,,
376,376,970,Natalia Kuikka,78,78,52,70,74,78,78,79,78,52,46,57,60,55,44,57,69,55,80,68,68,73,70,60,78,80,70,77,73,80,79,76,85,81,76,75,CB,4,2,Right,"168cm / 5'6""",59kg / 130lb,RB,28,Finland,NWSL,Chicago Red Stars,"Anticipate, Block, Long Ball Pass, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/natalia-kuikka/267221,,,,,
377,377,970,Jade Le Guilly,78,68,55,71,70,77,68,70,66,53,59,59,46,46,52,57,79,49,80,70,66,64,71,68,75,79,62,76,76,78,78,74,79,75,68,56,RB,3,2,Right,"171cm / 5'7""",63kg / 139lb,,22,France,Arkema PL,Paris SG,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jade-le-guilly/264905,,,,,
378,378,970,Lee Geum Min,78,80,77,72,78,37,68,78,81,82,78,78,78,75,62,63,70,61,82,67,66,78,77,78,76,80,73,34,71,34,36,21,81,74,70,54,ST,3,3,Right,"169cm / 5'7""",60kg / 132lb,CAM,30,Korea Republic,Barclays WSL,Brighton,"First Touch, Flair, Incisive Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lee-geum-min/246029,,,,,
379,379,970,Sarai Linder,78,77,52,70,75,77,73,78,76,65,50,61,47,42,53,59,73,64,78,64,63,72,80,81,79,78,67,77,72,80,79,69,83,77,72,70,RB,2,2,Right,"173cm / 5'8""",63kg / 139lb,LB,24,Germany,GPFBL,VfL Wolfsburg,"Anticipate, Block, Bruiser, Intercept, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sarai-linder/265004,,,,,
380,380,970,Anita Marcos,78,77,79,72,80,51,81,78,76,75,82,79,80,70,70,70,70,79,75,69,72,81,88,74,78,80,71,45,70,35,63,53,86,81,85,69,ST,4,3,Right,"169cm / 5'7""",58kg / 128lb,LW,24,Spain,Liga F,Valencia CF,"Finesse Shot, Press Proven, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anita-marcos/272101,,,,,
381,381,970,Savannah McCaskill,78,65,78,75,78,46,83,66,64,82,77,83,78,70,76,77,70,69,80,70,70,77,72,76,80,83,75,56,71,38,40,38,84,72,88,82,CAM,3,3,Right,"163cm / 5'4""",65kg / 143lb,CM,28,United States,NWSL,San Diego Wave,"Bruiser, Incisive Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/savannah-mc-caskill/243264,,,,,
382,382,970,Eva Navarro,78,83,77,70,79,23,72,80,86,81,81,68,81,69,61,68,75,59,74,57,71,79,82,85,62,81,80,17,39,16,27,24,68,71,74,69,RW,5,4,Right,"161cm / 5'3""",52kg / 115lb,"LW, RM",23,Spain,Liga F,Real Madrid CF,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eva-navarro/264725,,,,,
383,383,970,Nerea Nevado,78,80,60,76,75,74,73,78,81,70,61,60,58,54,60,70,80,58,81,77,60,74,71,72,69,80,74,70,73,74,78,73,83,84,71,60,LB,3,4,Left,"160cm / 5'3""",55kg / 121lb,LM,23,Spain,Liga F,Athletic Club,"Block, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nerea-nevado/272123,,,,,
384,384,970,Amanda Nildén,78,83,52,71,71,75,71,86,81,44,55,56,45,43,62,58,67,60,80,79,65,70,70,70,85,73,61,77,70,79,73,72,80,73,66,78,LB,4,3,Left,"168cm / 5'6""",59kg / 130lb,,26,Sweden,Barclays WSL,Spurs,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amanda-nilden/266939,,,,,
385,385,970,Rosa Otermín,78,78,65,74,73,75,76,74,81,69,65,61,75,38,58,65,75,69,81,70,82,70,80,80,71,75,69,78,61,74,80,75,76,79,73,80,LB,3,3,Left,"167cm / 5'6""",57kg / 126lb,,23,Spain,Liga F,Atlético de Madrid,"Block, Bruiser, Relentless, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rosa-otermin/272053,,,,,
386,386,970,Sonia Ouchene,78,67,69,78,80,62,69,64,70,77,73,59,71,59,68,79,69,68,84,80,67,82,72,83,75,81,75,70,51,62,63,52,62,79,62,77,CAM,3,3,Right,"158cm / 5'2""",52kg / 115lb,"LM, CM",24,France,Arkema PL,Montpellier,"Finesse Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sonia-ouchene/265903,,,,,
387,387,970,Victoria Pelova,78,76,71,75,80,35,61,75,76,80,73,67,71,71,66,82,72,61,76,73,63,80,79,85,79,81,73,31,45,37,32,40,62,74,57,52,CAM,4,4,Right,"163cm / 5'4""",55kg / 121lb,"CM, RW",25,Holland,Barclays WSL,Arsenal,Press Proven,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/victoria-pelova/244064,,,,,
388,388,970,Itziar Pinillos,78,74,59,76,80,72,73,75,73,70,62,51,59,54,54,80,74,50,80,75,60,81,81,81,81,80,75,75,35,75,78,77,62,86,70,66,RB,3,3,Right,"164cm / 5'5""",54kg / 119lb,RM,23,Spain,Liga F,Levante Badalona,"Anticipate, Block, Intercept, Jockey, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/itziar-pinillos/272064,,,,,
389,389,970,Quinn,78,35,46,69,67,78,72,35,35,57,36,57,53,54,43,70,44,51,84,79,52,65,59,63,74,73,69,75,67,79,83,77,67,54,80,77,CDM,3,3,Right,"175cm / 5'9""",62kg / 137lb,CM,29,Canada,NWSL,Seattle Reign,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/quinn/227404,,,,,
390,390,970,Nuria Rábano,78,77,60,73,74,78,60,76,78,69,57,63,62,57,63,74,69,60,82,69,55,70,76,76,78,79,73,78,69,79,81,71,70,66,52,69,LB,3,3,Left,"165cm / 5'5""",57kg / 126lb,,25,Spain,GPFBL,VfL Wolfsburg,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nuria-rabano/271444,,,,,
391,391,970,Maximiliane Rall,78,72,67,76,76,76,78,71,73,73,68,69,60,71,63,75,79,53,80,78,65,74,71,78,85,80,77,75,80,80,72,70,89,77,85,59,RB,5,3,Right,"180cm / 5'11""",71kg / 157lb,RM,30,Germany,NWSL,Chicago Red Stars,"Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maximiliane-rall/264901,,,,,
392,392,970,Ali Riley,78,78,58,72,76,74,77,77,79,63,48,72,62,59,68,63,77,60,77,70,72,75,81,71,78,77,79,75,68,78,71,79,83,75,81,67,RB,3,3,Right,"163cm / 5'4""",56kg / 123lb,LB,36,New Zealand,NWSL,Angel City FC,Anticipate,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ali-riley/233343,,,,,
393,393,970,Lucía Rodríguez,78,77,54,74,77,77,69,76,78,59,51,55,54,50,68,75,73,58,80,70,64,76,73,67,75,80,80,80,66,75,80,75,75,73,64,75,RB,3,3,Right,"164cm / 5'5""",60kg / 132lb,LB,25,Spain,Liga F,Real Sociedad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucia-rodriguez/268993,,,,,
394,394,970,Ellie Roebuck,78,83,77,76,78,59,76,58,61,10,10,57,13,12,21,68,10,10,28,31,11,11,54,51,67,25,52,15,11,13,12,13,67,31,61,26,GK,3,1,Right,"174cm / 5'9""",67kg / 148lb,,24,England,Liga F,FC Barcelona,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ellie-roebuck/247796,83.0,77.0,76.0,76.0,78.0
395,395,970,Deanne Rose,78,90,76,73,81,36,73,88,91,80,76,78,76,76,60,77,78,52,77,60,75,83,79,74,72,82,70,27,70,35,36,26,88,64,81,58,ST,3,4,Right,"163cm / 5'4""",62kg / 137lb,"LW, RW",25,Canada,Barclays WSL,Leicester City,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/deanne-rose/238096,,,,,
396,396,970,Yazmeen Ryan,78,81,73,75,77,47,76,80,82,75,76,73,75,51,65,76,76,70,77,70,72,79,75,71,79,79,63,47,54,41,52,42,76,82,77,68,RW,3,3,Right,"168cm / 5'6""",66kg / 146lb,"CM, RM",25,United States,NWSL,NJ/NY Gotham,"Anticipate, Block",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yazmeen-ryan/267227,,,,,
397,397,970,Camila Sáez,78,58,36,51,57,79,80,56,60,22,41,38,25,26,50,22,22,32,81,78,20,32,74,74,75,80,71,76,72,77,83,81,78,78,81,78,CB,3,2,Left,"170cm / 5'7""",57kg / 126lb,LB,29,Chile,Barclays WSL,West Ham,"Block, Long Ball Pass, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/camila-saez/245959,,,,,
398,398,970,Ebony Salmon,78,89,79,75,76,41,67,90,88,79,80,76,79,74,78,66,83,71,78,70,79,73,83,79,74,78,70,34,79,37,38,38,91,64,74,45,ST,3,3,Right,"163cm / 5'4""",58kg / 128lb,RW,23,England,Barclays WSL,Aston Villa,"Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ebony-salmon/267328,,,,,
399,399,970,Lisa Schmitz,78,79,74,71,79,35,78,30,42,7,10,53,11,8,15,24,16,14,30,18,16,12,48,53,79,18,39,13,16,12,14,12,62,35,67,18,GK,3,1,Right,"174cm / 5'9""",65kg / 143lb,,32,Germany,GPFBL,VfL Wolfsburg,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisa-schmitz/244301,79.0,74.0,71.0,78.0,79.0
400,400,970,Sam Staab,78,56,52,69,65,79,79,59,54,45,38,75,70,36,41,53,78,70,70,74,77,59,59,82,76,68,75,77,82,78,80,77,85,68,83,79,CB,3,2,Left,"170cm / 5'7""",64kg / 141lb,,27,United States,NWSL,Chicago Red Stars,"Bruiser, Long Ball Pass, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-staab/267264,,,,,
401,401,970,Kinga Szemik,78,78,75,72,79,49,76,51,45,9,13,54,8,8,19,41,12,12,31,24,16,17,42,45,76,22,33,14,11,10,15,13,55,32,42,22,GK,2,1,Right,"182cm / 6'0""",70kg / 154lb,,27,Poland,Barclays WSL,West Ham,"1v1 Close Down, Cross Claimer",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kinga-szemik/269805,78.0,75.0,72.0,76.0,79.0
402,402,970,Martina Tufeković,78,77,78,74,78,50,75,48,53,14,16,56,19,11,16,35,11,21,13,11,15,19,52,27,76,23,20,19,12,21,17,16,62,16,56,25,GK,2,1,Right,"170cm / 5'7""",60kg / 132lb,,30,Germany,GPFBL,TSG Hoffenheim,"Deflector, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martina-tufekovic/264999,77.0,78.0,74.0,75.0,78.0
403,403,970,Millie Turner,78,59,50,63,63,78,77,56,61,48,49,62,45,35,56,50,35,48,83,80,60,58,50,66,76,70,74,77,73,80,79,76,79,65,82,78,CB,4,2,Right,"170cm / 5'7""",62kg / 137lb,CDM,28,England,Barclays WSL,Manchester Utd,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/millie-turner/263012,,,,,
404,404,970,Karólína Lea Vilhjálmsdóttir,78,79,70,77,77,51,71,78,79,78,71,73,69,59,62,76,79,80,77,76,75,78,78,74,72,79,68,47,51,49,54,54,73,74,74,61,RM,3,4,Right,"177cm / 5'10""",68kg / 150lb,"CAM, RW",23,Iceland,GPFBL,Leverkusen,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karolina-lea-vilhjalmsdottir/264891,,,,,
405,405,970,Charlotte Voll,78,77,76,74,79,47,76,45,51,9,12,56,14,9,15,35,13,10,33,30,24,25,53,58,75,29,40,17,15,15,11,10,57,33,47,20,GK,2,1,Right,"178cm / 5'10""",68kg / 150lb,,25,Germany,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/charlotte-voll/265118,77.0,76.0,74.0,76.0,79.0
406,406,970,Megan Walsh,78,76,73,80,82,34,80,35,33,10,7,60,14,8,23,59,21,10,17,30,11,12,37,55,74,12,58,8,8,17,15,16,62,37,70,27,GK,3,1,Right,"172cm / 5'8""",64kg / 141lb,,29,Republic of Ireland,Barclays WSL,West Ham,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/megan-walsh/265295,76.0,73.0,80.0,80.0,82.0
407,407,970,Joelle Wedemeyer,78,73,38,61,64,79,72,76,71,31,40,40,33,29,38,37,66,56,77,53,55,52,71,80,79,72,72,77,77,79,79,84,85,64,72,79,RB,3,2,Right,"169cm / 5'7""",70kg / 154lb,CB,28,Germany,GPFBL,VfL Wolfsburg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joelle-wedemeyer/241847,,,,,
408,408,970,Christen Westphal,78,79,50,73,72,78,70,78,79,52,45,57,53,52,45,68,75,51,76,75,71,71,75,71,74,73,75,79,73,80,76,76,83,74,71,57,RB,3,3,Right,"168cm / 5'6""",60kg / 132lb,,31,United States,NWSL,San Diego Wave,"Block, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christen-westphal/267391,,,,,
409,409,970,Shelina Zadorsky,78,71,48,69,64,79,78,68,73,25,41,66,54,34,60,46,58,71,82,85,67,55,57,61,77,76,81,79,78,81,79,75,82,83,75,79,CB,3,2,Left,"172cm / 5'8""",67kg / 148lb,,31,Canada,Barclays WSL,West Ham,"Block, Jockey, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shelina-zadorsky/235594,,,,,
410,410,970,Weronika Zawistowska,78,81,78,72,77,47,81,82,80,86,78,75,82,79,55,70,72,70,75,66,74,77,80,72,74,78,64,42,78,46,44,40,93,78,84,73,LM,3,4,Right,"168cm / 5'6""",60kg / 132lb,"CAM, LW",24,Poland,GPFBL,FC Bayern München,"Anticipate, First Touch, Jockey, Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/weronika-zawistowska/265102,,,,,
411,411,1218,Korbin Albert,77,72,69,73,78,69,73,71,73,74,69,68,73,59,68,75,63,66,79,78,59,79,72,61,73,82,75,72,59,63,76,65,74,75,73,68,CM,3,3,Right,"172cm / 5'8""",62kg / 137lb,LW,20,United States,Arkema PL,Paris SG,"Intercept, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/korbin-albert/273946,,,,,
412,412,1218,Jone Amezaga,77,89,76,77,74,50,57,91,88,70,78,80,75,69,55,70,79,75,80,75,74,75,84,78,60,74,62,45,45,59,51,35,67,63,55,50,LM,4,4,Right,"165cm / 5'5""",57kg / 126lb,"ST, LW",19,Spain,Liga F,Athletic Club,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jone-amezaga/272138,,,,,
413,413,1218,Barbra Banda,77,92,75,60,72,33,71,89,95,76,77,77,72,69,68,58,53,58,68,56,58,72,68,68,75,76,66,25,76,27,32,22,95,65,86,35,ST,3,3,Right,"177cm / 5'10""",69kg / 152lb,,24,Zambia,NWSL,Orlando Pride,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/barbra-banda/276359,,,,,
414,414,1218,Hanna Bennison,77,75,72,73,82,54,57,77,74,73,72,74,73,57,73,76,70,71,75,70,72,83,84,78,71,84,74,58,48,45,63,53,58,74,47,60,CAM,3,4,Right,"165cm / 5'5""",53kg / 117lb,"CM, ST",21,Sweden,Calcio A Femminile,Juventus,"First Touch, Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hanna-bennison/263966,,,,,
415,415,1218,Valentina Bergamaschi,77,84,66,68,64,77,78,84,84,68,73,62,66,23,57,74,69,47,67,67,69,58,79,76,78,62,78,78,66,80,77,73,84,85,78,70,LB,3,3,Right,"168cm / 5'6""",57kg / 126lb,LM,27,Italy,Calcio A Femminile,Juventus,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentina-bergamaschi/246786,,,,,
416,416,1218,Alejandra Bernabé,77,76,54,69,73,76,75,78,74,69,55,66,40,40,57,65,69,40,78,66,53,70,72,69,69,80,72,76,65,79,78,75,81,79,77,65,LB,3,3,Left,"158cm / 5'2""",59kg / 130lb,,22,Spain,Barclays WSL,Chelsea,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alejandra-bernabe/272207,,,,,
417,417,1218,Rafaela Borggräfe,77,79,72,74,80,47,77,49,43,5,15,56,19,5,50,21,31,34,30,35,16,22,52,44,71,35,35,20,7,16,16,14,56,36,48,27,GK,2,1,Right,"174cm / 5'9""",64kg / 141lb,,24,Germany,GPFBL,SC Freiburg,"Cross Claimer, Far Throw, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafaela-borggrafe/265076,79.0,72.0,74.0,77.0,80.0
418,418,1218,Esmee Brugts,77,78,70,76,76,26,51,79,78,77,79,57,68,61,57,79,81,53,80,67,69,77,81,78,63,76,72,24,35,23,27,28,57,62,54,29,LW,3,3,Left,"172cm / 5'8""",63kg / 139lb,"ST, LB, LM",21,Holland,Liga F,FC Barcelona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esmee-brugts/267530,,,,,
419,419,1218,Luana Bühler,77,73,56,71,68,78,75,71,74,57,50,65,62,39,61,56,74,62,80,73,54,58,71,68,77,79,71,76,73,81,78,76,81,77,75,72,CB,2,2,Right,"171cm / 5'7""",60kg / 132lb,,28,Switzerland,Barclays WSL,Spurs,"Anticipate, Block, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luana-buhler/264998,,,,,
420,420,1218,Marta Cardona,77,79,71,75,79,29,62,78,79,77,71,72,77,58,59,80,75,55,78,72,56,80,78,81,79,78,75,24,59,22,30,22,76,62,72,34,RW,3,4,Right,"161cm / 5'3""",54kg / 119lb,"RM, CM",29,Spain,Liga F,Atlético de Madrid,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marta-cardona/253437,,,,,
421,421,1218,Camelia Ceasar,77,76,77,78,75,25,78,26,24,12,7,59,6,6,22,26,10,9,24,23,10,11,34,45,71,26,33,10,11,11,11,8,46,25,40,25,GK,2,1,Right,"170cm / 5'7""",62kg / 137lb,,26,Romania,Calcio A Femminile,Roma,"Far Throw, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/camelia-ceasar/266967,76.0,77.0,78.0,78.0,75.0
422,422,1218,Selina Cerci,77,77,76,71,76,53,77,80,75,79,79,76,71,70,73,74,70,61,75,66,66,72,85,81,72,77,78,54,79,40,54,58,92,77,82,63,ST,4,3,Right,"171cm / 5'7""",63kg / 139lb,CAM,24,Germany,GPFBL,TSG Hoffenheim,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/selina-cerci/265025,,,,,
423,423,1218,Temwa Chawinga,77,80,76,70,78,46,73,77,82,79,79,74,73,70,68,66,70,65,77,65,53,76,79,75,80,80,75,43,60,34,60,35,79,68,76,70,RM,4,4,Left,"168cm / 5'6""",62kg / 137lb,"LM, CM, RW",25,Malawi,NWSL,KC Current,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/temwa-chawinga/279799,,,,,
424,424,1218,Gia Corley,77,66,67,74,76,62,69,67,66,81,66,66,72,59,60,79,64,63,79,73,66,75,71,75,78,80,67,74,58,58,66,45,68,80,68,58,CM,2,3,Right,"159cm / 5'3""",55kg / 121lb,CAM,22,United States,GPFBL,TSG Hoffenheim,"Block, Chip Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gia-corley/264989,,,,,
425,425,1218,Rachel Corsie,77,55,37,55,47,78,74,42,66,22,38,44,31,18,62,22,39,41,78,78,25,25,45,71,75,70,58,77,79,78,79,78,76,63,78,78,CB,3,2,Right,"175cm / 5'9""",69kg / 152lb,CM,35,Scotland,Barclays WSL,Aston Villa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rachel-corsie/245875,,,,,
426,426,1218,Luany,77,83,78,68,80,43,73,81,85,82,81,77,80,66,62,75,62,57,75,61,56,82,81,72,71,81,77,50,64,41,37,35,78,85,69,68,ST,5,3,Right,"164cm / 5'5""",58kg / 128lb,,21,Brazil,Liga F,Atlético de Madrid,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luany/274780,,,,,
427,427,1218,Lucia Di Guglielmo,77,81,35,71,68,73,72,81,81,29,32,37,41,24,56,58,76,61,78,70,63,59,79,75,74,77,69,73,78,74,72,70,86,77,69,71,LB,3,2,Right,"160cm / 5'3""",55kg / 121lb,RB,27,Italy,Calcio A Femminile,Roma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucia-di-guglielmo/266970,,,,,
428,428,1218,Marisa DiGrande,77,67,55,68,72,75,72,66,68,52,50,62,60,52,48,73,48,51,78,77,54,70,62,72,71,79,67,74,62,79,76,79,70,79,68,75,CDM,3,3,Right,"163cm / 5'4""",57kg / 126lb,CM,27,United States,NWSL,Rac. Louisville,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marisa-di-grande/267311,,,,,
429,429,1218,Fabienne Dongus,77,66,66,71,74,78,82,66,66,77,65,69,69,48,51,74,56,57,80,75,63,73,60,75,78,79,71,83,69,81,78,72,81,74,89,74,CM,4,3,Right,"178cm / 5'10""",63kg / 139lb,CDM,30,Germany,GPFBL,TSG Hoffenheim,"Aerial, Bruiser, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fabienne-dongus/262090,,,,,
430,430,1218,Lisa Evans,77,81,71,73,80,46,58,83,80,78,70,72,76,63,57,75,77,70,73,68,76,79,80,90,76,81,70,49,47,50,43,37,60,77,47,63,RW,3,4,Right,"166cm / 5'5""",54kg / 119lb,"ST, RM",32,Scotland,Scottish Women's League,Glasgow City FC,"Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisa-evans/265305,,,,,
431,431,1218,Mary Fowler,77,78,75,70,79,47,62,80,76,77,77,75,76,59,59,75,64,56,74,69,69,81,73,77,74,80,74,35,59,38,60,49,74,66,68,38,CAM,5,3,Left,"170cm / 5'7""",66kg / 146lb,RW,21,Australia,Barclays WSL,Manchester City,Trivela,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mary-fowler/248799,,,,,
432,432,1218,Aurora Galli,77,74,72,74,78,66,61,76,72,80,72,76,72,56,56,76,60,60,83,77,73,76,85,78,72,79,73,69,34,69,72,69,55,79,54,58,CM,3,3,Right,"168cm / 5'6""",56kg / 123lb,CDM,27,Italy,Barclays WSL,Everton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aurora-galli/245443,,,,,
